Province,University,Program,International tuition,Domestic tuition,Minimum average,Length Of Program,Program Language,TOEFL Score,Rank,Notes
Ontario,York University,Applied Mathematics,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Biochemistry,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Biology,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Biomedical Science,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Biophysics,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Biotechnology,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Chemistry,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Computational Mathematics,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Environmental Biology ,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Environmental Science,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Geography,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Honours Integrated Science,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Mathematics,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Mathematics for Commerce,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Mathematics for Education,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Physics and Astronomy,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Science and Technology Studies,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Statistics,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Undecided Major,$4917.48 (6 credits),$1504.68 (6 credits),Mid to Low 80s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Education,$4921.86 (6 Credits),$1509.06 (6 Credits),Mid to High 70s,3 years,English,"TOEFL iBT 103, 23 in Listening, 24 in Reading, 28 in Writing, 28 in Speaking",,
Ontario,York University,Educational Studies,$4921.86 (6 Credits),$1509.06 (6 Credits),Mid to High 70s,3-4 years,English,"TOEFL iBT 103, 23 in Listening, 24 in Reading, 28 in Writing, 28 in Speaking",,
Ontario,York University,Teacher Education (Bachelor of Education),$4921.86 (6 Credits),$1509.06 (6 Credits),Mid to High 70s,3 years,English,"TOEFL iBT 103, 23 in Listening, 24 in Reading, 28 in Writing, 28 in Speaking",,
Ontario,York University,Teacher Education for French Immersion (Bachelor of Education) ,$4921.86 (6 Credits),$1509.06 (6 Credits),Mid to High 70s,3 years,English,"TOEFL iBT 103, 23 in Listening, 24 in Reading, 28 in Writing, 28 in Speaking",,
Ontario,York University,Athletic Therapy,$4917.48 (6 credits),$1504.68 (6 credits),Mid 70s,3 years,English,"TOEFL iBT 83,",,
Ontario,York University,Fitness Assessment and Exercise Counselling,$4917.48 (6 credits),$1504.68 (6 credits),Mid 70s,3 years,English,"TOEFL iBT 83,",,
Ontario,York University,Global Health,$4917.48 (6 credits),$1504.68 (6 credits),Mid 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Health Informatics,$4917.48 (6 credits),$1504.68 (6 credits),Mid 70s,3 years,English,"TOEFL iBT 83,",,
Ontario,York University,Health Studies,$4917.48 (6 credits),$1504.68 (6 credits),Mid 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Kinesiology and Health Science,$4917.48 (6 credits),$1504.68 (6 credits),Mid 70s,3-4 years,English,"TOEFL iBT 83,",,
Ontario,York University,Nursing,$4917.48 (6 credits),$1504.68 (6 credits),Mid 70s,4 years,English,"TOEFL iBT 89,",,
Ontario,York University,Nursing: Collaborative (York-Seneca-Georgian),$4917.48 (6 credits),$1504.68 (6 credits),Mid 70s,4 years,English,"TOEFL iBT 89,",,
Ontario,York University,Nursing: Post-RN for Internationally Educated Nurses ,$4917.48 (6 credits),$1504.68 (6 credits),Mid 70s,4 years,English,"TOEFL iBT 89,",,
Ontario,York University,Psychology,$4917.48 (6 credits),$1504.68 (6 credits),Mid 70s,3-4 years,English,"TOEFL iBT 89,",,
Ontario,York University,Rehabilitation Services,$4917.48 (6 credits),$1504.68 (6 credits),Mid 70s,3 years,English,"TOEFL iBT 83,",,
Ontario,Ryerson University,Arts and Contemporary Studies,"$23 664 - $23 714,","$7191 - $7415,",70%-75%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Criminology,"$23 664 - $23 714,","$7191 - $7415,",80%-86%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,English,"$23 664 - $23 714,","$7191 - $7415,",78%-82%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Environment and Urban Sustainability,"$23 664 - $23 714,","$7191 - $7415,",75%-78%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Geographic Analysis,"$23 664 - $23 714,","$7191 - $7415,",70%-74%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,History ,"$23 664 - $23 714,","$7191 - $7415,",73%-76%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,International Economics and Finance,"$23 664 - $23 714,","$7191 - $7415,",72%-76%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Language and Intercultural Relations,"$23 664 - $23 714,","$7191 - $7415,",72%-76%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Philosophy,"$23 664 - $23 714,","$7191 - $7415,",74%-78%+,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Politics and Governance,"$23 664 - $23 714,","$7191 - $7415,",72%-76%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Psychology ,"$23 664 - $23 714,","$7191 - $7415,",82%-86%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Sociology ,"$23 664 - $23 714,","$7191 - $7415,",82%-86%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Undeclared Arts,"$23 664 - $23 714,","$7191 - $7415,",79%-82%,First Year Studies Only,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Public Administration and Governance,"$23 664 - $23 714,","$7191 - $7415,",Minimum 70%,"Part Time, First Year Entry",English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Child and Youth Care,"$23 604 - $23 634,","$7248 - $7826,",75%-80%,4 years or Part Time,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Early Childhood Studies,"$23 604 - $23 634,","$7248 - $7826,",75%-78%,4 years or Part Time,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Midwifery,"$23 604 - $23 634,","$7248 - $7826,",70%+,4 years or Part Time,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,"Nursing: Four Year Collaborative Program (Ryerson, Centennial, George Brown)","$23 604 - $23 634,","$7248 - $7826,","Ryerson:87%-92%+, Centennial:83%-88%+, George Brown:83%-88%+",4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Nursing Post-Diploma Degree Completion,"$23 604 - $23 634,","$7248 - $7826,",70%+,N/A,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Nutrition and Food,"$23 604 - $23 634,","$7248 - $7826,",80%-85%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Occupational Health and Safety,"$23 604 - $23 634,","$7248 - $7826,",70%-73%,4 years or 5 year co-op,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Public Health and Safety,"$23 604 - $23 634,","$7248 - $7826,",70%-73%,4 years or 5 year co-op,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Social Work,"$23 604 - $23 634,","$7248 - $7826,",80%-86%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Urban and Regional Planning,"$23 604 - $23 634,","$7248 - $7826,",75% - 80%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Disability Studies,"$23 604 - $23 634,","$7248 - $7826,",70%+,Part Time,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Creative Industries,"$23 667 - $24 246,","$7194 - $7956,",81%-88%+,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Fashion Communication,"$23 667 - $24 246,","$7194 - $7956,",78%+,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Fashion Design,"$23 667 - $24 246,","$7194 - $7956,",78%+,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Graphic Communications Management,"$23 667 - $24 246,","$7194 - $7956,",73%-80%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Image Arts: Film Studies,"$23 667 - $24 246,","$7194 - $7956,",76%+,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Image Arts: Photography Studies,"$23 667 - $24 246,","$7194 - $7956,",73%+,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Interior Design,"$23 667 - $24 246,","$7194 - $7956,",75%+,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Journalism,"$23 667 - $24 246,","$7194 - $7956,",77%-80%+,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Professional Communication,"$23 667 - $24 246,","$7194 - $7956,",80%-88%+,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Performance: Acting,"$23 667 - $24 246,","$7194 - $7956,",72%-75%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Performance: Dance,"$23 667 - $24 246,","$7194 - $7956,",72%-75%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Performance: Production,"$23 667 - $24 246,","$7194 - $7956,",72%-75%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,RTA School of Media: Media Production,"$23 667 - $24 246,","$7194 - $7956,",80%+,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,RTA School of Media: New Media,"$23 667 - $24 246,","$7194 - $7956,",74%-80%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,RTA School of Media: Sport Media,"$23 667 - $24 246,","$7194 - $7956,",80%+,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Aerospace Engineering,"$25 023 - $26 595,","$9859 - $11 149,",80%-86%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Architectural Science ,"$25 023 - $26 595,","$9859 - $11 149,",80%+,4 years or 5 year co-op,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Biomedical Engineering,"$25 023 - $26 595,","$9859 - $11 149,",80%-86%,4 years or 5 year Industrial Internship Program,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Chemical Engineering Co-op,"$25 023 - $26 595,","$9859 - $11 149,",80%-85%,5 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Civil Engineering ,"$25 023 - $26 595,","$9859 - $11 149,",80%-85%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Computer Engineering,"$25 023 - $26 595,","$9859 - $11 149,",80%-86%,4 years or 5 year Industrial Internship Program,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Electrical Engineering,"$25 023 - $26 595,","$9859 - $11 149,",80%-86%,4 years or 5 year Industrial Internship Program,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Industrial Engineering ,"$25 023 - $26 595,","$9859 - $11 149,",80%-85%,4 years or 5 year Industrial Internship Program,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Mechanical Engineering,"$25 023 - $26 595,","$9859 - $11 149,",80%-87%,4 years or 5 year Industrial Internship Program,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Undeclared Engineering,"$25 023 - $26 595,","$9859 - $11 149,",80%-87%,First Semester Studies Only,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Biology,"$23 604 - $23 664,","$7131 - $9502,",75% - 80%,4 years or 5 year co-op,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Biomedical Sciences,"$23 604 - $23 664,","$7131 - $9502,",80%-87%,4 years or 5 year co-op,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Chemistry,"$23 604 - $23 664,","$7131 - $9502,",74%-77%,4 years or 5 year co-op,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Computer Sciences,"$23 604 - $23 664,","$7131 - $9502,",74%-85%,4 years or 5 year co-op or Part Time Studies,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Financial Mathematics,"$23 604 - $23 664,","$7131 - $9502,",72%+,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Mathematics and its Applications ,"$23 604 - $23 664,","$7131 - $9502,",70%-72%,4 years or 5 year co-op,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Medical Physics ,"$23 604 - $23 664,","$7131 - $9502,",72%-74%,4 years or 5 year co-op,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University,Undeclared Science,"$23 604 - $23 664,","$7131 - $9502,",72%-76%,First Year Studies Only,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University (Ted Rogers School of Management),Accounting and Finance,"$25 123 - $25 179,","$8880 - $9511,",80%-85%,4 years or 5 year co-op,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University (Ted Rogers School of Management),Business Technology Management,"$25 123 - $25 179,","$8880 - $9511,",74%-80%,4 years or 5 year co-op or Part Time Studies,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University (Ted Rogers School of Management),Economics and Management Science,"$25 123 - $25 179,","$8880 - $9511,",Minimum 70%,4 years or 5 year co-op or Part Time Studies,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University (Ted Rogers School of Management),Entrepreneurship and Strategy ,"$25 123 - $25 179,","$8880 - $9511,",Minimum 70%,4 years or 5 year co-op or Part Time Studies,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University (Ted Rogers School of Management),Global Management Studies,"$25 123 - $25 179,","$8880 - $9511,",Minimum 70%,4 years or 5 year co-op or Part Time Studies,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University (Ted Rogers School of Management),Health Services Management ,"$25 123 - $25 179,","$8880 - $9511,",70%+,Part Time,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University (Ted Rogers School of Management),Health Information Management ,"$25 123 - $25 179,","$8880 - $9511,",70%+,Part Time,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University (Ted Rogers School of Management),Hospitality and Tourism Management,"$25 123 - $25 179,","$8880 - $9511,",70%-72%,4 years,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University (Ted Rogers School of Management),HR Management/Org Behaviour,"$25 123 - $25 179,","$8880 - $9511,",Minimum 70%,4 years or 5 year co-op or Part Time Studies,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University (Ted Rogers School of Management),Law and Business,"$25 123 - $25 179,","$8880 - $9511,",Minimum 70%,4 years or 5 year co-op or Part Time Studies,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University (Ted Rogers School of Management),Marketing Management,"$25 123 - $25 179,","$8880 - $9511,",Minimum 70%,4 years or 5 year co-op or Part Time Studies,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University (Ted Rogers School of Management),Real Estate Management,"$25 123 - $25 179,","$8880 - $9511,",Minimum 70%,4 years or 5 year co-op or Part Time Studies,English,"580 paper-based, 92-93 internet-based",,
Ontario,Ryerson University (Ted Rogers School of Management),Retail Management,"$25 123 - $25 179,","$8880 - $9511,",72%-75%,4 years or 5 year co-op or Part Time Studies,English,"580 paper-based, 92-93 internet-based",,
Ontario,University of Guelph,Adult Development,$10 116.68 (per semester),$3189.61(per semester),76-80%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Accounting,$11 478.08 (per semester),$4288.51 (per semester),76-81%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Animal Biology,$10 116.68 (per semester),$3189.61 (per semester),78-83%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Animal Science,$10 116.68 (per semester),$3189.61 (per semester),76-80%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Anthropology,$10 116.68 (per semester),$3189.61 (per semester),76-80%,3 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Applied Human Nutrition,$10 116.68 (per semester),$3189.61 (per semester),81-85%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Art History ,$10 116.68 (per semester),$3189.61(per semester),76-80%,3-4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Biochemistry,$10 116.68 (per semester),$3189.61(per semester),78-83%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Biodiversity,$10 116.68 (per semester),$3189.61(per semester),78-83%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Biological and Medical Physics,$10 116.68 (per semester),$3189.61(per semester),78%-81%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Biological and Pharmaceutical Chemistry,$10 116.68 (per semester),$3189.61(per semester),78%-81%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Biological Engineering,$13 113.60 (per semester),$4658.07 (per semester),83-86%,4-5 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Biological Science,$10 116.68 (per semester),$3189.61 (per semester),78-83%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Biomedical Engineering,$13 113.60 (per semester),$5910.13 (per semester),83-86%,4-5 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Biomedical Toxicology,$10 116.68 (per semester),$3189.61 (per semester),78-83%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Bio-Medical Science ,$10 116.68 (per semester),$3189.61 (per semester),84-89%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Chemical Physics,$10 116.68 (per semester),$3189.61 (per semester),78%-81%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Chemistry,$10 116.68 (per semester),$3189.61 (per semester),78%-81%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,"Child, Youth and Family",$10 116.68 (per semester),$3189.61 (per semester),76-80%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Classical Studies,$10 116.68 (per semester),$3189.61 (per semester),76-80%,3 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Computer Engineering,$13 113.60 (per semester),$4658.07 (per semester),83-86%,4-5 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Computer Science,$10 708.50 (per semester),$4288.51 (per semester),78-82%,3-4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Criminal Justice and Public Policy,$10 116.68 (per semester),$3189.61 (per semester),79-83%,3 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,"Crop, Horticulture and Turfgrass Sciences",$10 116.68 (per semester),$3189.61 (per semester),76-80%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Ecology,$10 116.68 (per semester),$3189.61 (per semester),76-80%,4-5 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Economics,$10 116.68 (per semester),$3189.61 (per semester),76-80%,3 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Engineering Systems and Computing,$13 113.60 (per semester),$4658.07 (per semester),83-86%,4-5 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,English,$10 116.68 (per semester),$3189.61 (per semester),76-80%,3 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Environment and Resource Management,$10 116.68 (per semester),$3189.61 (per semester),76-80%,4-5 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Environmental Biology,$10 116.68 (per semester),$3189.61 (per semester),78-83%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Environmental Economics and Policy,$10 116.68 (per semester),$3189.61 (per semester),76-80%,4-5 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Environmental Engineering,$13 113.60 (per semester),$4658.07 (per semester),83-86%,4-5 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Environmental Geoscience and Geomatics,$10 116.68 (per semester),$3189.61 (per semester),78%-81%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Environmental Governance,$10 116.68 (per semester),$3189.61 (per semester),76-80%,3 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Environmental Management,$10 116.68 (per semester),$3189.61 (per semester),75-78%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Environmental Sciences,$10 116.68 (per semester),$3189.61 (per semester),76-80%,4-5 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Equine Management,$10 116.68 (per semester),$3189.61 (per semester),75-78%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,European Studies,$10 116.68 (per semester),$3189.61 (per semester),76-80%,3 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,"Food, Agriculture and Resource Economics",$10 116.68 (per semester),$3189.61 (per semester),76-80%,3 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Food and Agriculture Business,$11 478.08 (per semester),$4288.51 (per semester),76-81%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Food Science,$10 116.68 (per semester),$3189.61 (per semester),78-83%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,French Studies/Études Françaises,$10 116.68 (per semester),$3189.61 (per semester),76-80%,3 years,"English, French","Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,General Geography,$10 116.68 (per semester),$3189.61 (per semester),76-80%,3 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,History,$10 116.68 (per semester),$3189.61 (per semester),76-80%,3 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Honours Agriculture,$10 116.68 (per semester),$3189.61 (per semester),76-80%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Hospitality and Tourism Management,$11 478.08 (per semester),$4288.51 (per semester),76-81%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Human Kinetics,$10 116.68 (per semester),$3189.61 (per semester),79-84%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,International Development,$10 116.68 (per semester),$3189.61 (per semester),76-80%,3 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Leadership and Organizational Management,$11 478.08 (per semester),$4288.51 (per semester),76-81%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Major To Be Determined,N/A,N/A,76-80%,N/A,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Management Economics and Finance,$11 478.08 (per semester),$4288.51 (per semester),76-81%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Marine and Freshwater Biology ,$10 116.68 (per semester),$3189.61 (per semester),78-83%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Marketing Management,$11 478.08 (per semester),$4288.51 (per semester),76-81%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Mathematical Economics,$10 116.68 (per semester),$3189.61 (per semester),76-80%,3 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Mathematical Science,$10 116.68 (per semester),$3189.61 (per semester),78%-81%,3-4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Mechanical Engineering,$13 113.60 (per semester),$5910.13 (per semester),83-86%,4-5 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Microbiology,$10 116.68 (per semester),$3189.61 (per semester),78-83%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Molecular Biology and Genetics,$10 116.68 (per semester),$3189.61 (per semester),78-83%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Music ,$10 116.68 (per semester),$3189.61 (per semester),76-80%,3 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Nanoscience,$10 116.68 (per semester),$3189.61 (per semester),78%-81%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Neuroscience,$10 116.68 (per semester),$3189.61 (per semester),78-83%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Nutritional and Nutraceutical Sciences,$10 116.68 (per semester),$3189.61 (per semester),78-83%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Organic Agriculture,$10 116.68 (per semester),$3189.61 (per semester),76-80%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Philosophy,$10 116.68 (per semester),$3189.61 (per semester),76-80%,3 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Physical Science,$10 116.68 (per semester),$3189.61 (per semester),78%-81%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
Ontario,University of Guelph,Physics,$10 116.68 (per semester),$3189.61 (per semester),78%-81%,4 years,English,"Internet based: 89 with no individual scaled scored less than 21,",,
